job title,description,company,salary range,url
Data Science Intern,ResponsibilitiesReview and test Holmusk specific libraries for working with real world mental health dataEnhance the documentation surrounding the librariesSuggest improvements and contribute to the development of new functionsWhat we are looking forWillingness to learnFamiliarity with R or PythonGood written and spoken communication skillsGood attention to detailsGood to haveExperience with writing technical documentationFamiliarity with SQLWhat's in it for youYou will be working on our flagship product and learn about the complexities of working with real world dataYour work will directly impact user experience on the NeuroBlu platformYou will work alongside experienced Data Scientists and will have the chance to learn new skills and expand your understanding of the role in HolmuskYou will work cross functionally with engineering and product teams and have the opportunity to sharpen your technical and business acumenAt Holmusk we take pride in our diverse workforce and inclusive culture. We believe it takes all kinds of people to build the best products and bring real change to the healthcare space.,Holmusk (KKT Technology Pte Ltd),"$1,500 monthly",https://www.internsg.com/job/holmusk-kkt-technology-pte-ltd-data-science-intern/?f_p=107&f_i&filter_s
IT Support Engineer,"This position provides the desktop support for the first contact point for customers, you will be responsible to provide prompt assistance to customers, addressing a range of IT topics and issues. Besides, you will ensure that software, licenses and operations comply with standards.Perform End User Support – Client ManagementPerform troubleshooting for client platform related problems.Respond promptly to incident, investigate & provide temporary &/or permanent resolution of incidents escalated. Provide timely status updates to relevant parties.Perform service request related to client platforms.Monitor the agreed service level, document & maintain the configuration of the systems; provide regular reporting to relevant parties.Involve in client platform implementation/upgrade project.Perform follow-up with vendor on replacement of hardware.Perform asset management & update asset records.Perform user account management (eg. Create password, reset & delete)Perform local server administration to facilitate software distribution & patch management service.Manage client platform implementation / upgrade project.Ensure deliverables meet service level requirement. Propose and implement action plan when required.Established facility management standards/best practices to ensure operation consistency across project / facility management teams.Submit progress reports.Qualifications:Candidate with minimum Higher Nitec, Diploma Certification in Computer/Electronic Engineering or equivalent disciplinePreferably with 1 or more years related experience in Technology Administration. Some network knowledge will be an advantage.Computer literacy in MS OfficeProficiency in Technology will be added advantageIndependent, resourceful, result-oriented individuals with a ""can-do"" attitude",NCS Group,"$1,900 - 2,400 monthly",https://www.internsg.com/job/ncs-group-it-support-engineer/?f_p=107&f_i&filter_s
Security Analyst Intern,"SOC Intern Security Analyst InternResponsibilities:We’re currently seeking a motivated Level 1 SOC Analyst Intern to be part of our high-powered Cyber Security Operations Center team.Active and vigilant monitoring of Univers’s infrastructure to identify security incidents.Triage and investigation of security alerts, offering insights into security risk management.Collection of necessary data and context, initiating Level 2 escalations when required.Direct response to security incidents, honing your problem-solving skills.Overseeing the health of our security sensors and SIEM infrastructure.Monitor advanced security tools and technologies.Production and delivery of both scheduled and ad-hoc reports.Collaborative work with our Level 2 & CERT teams for continuous operational enhancements.Requirements/ Qualifications & Experience:A foundational understanding of cybersecurity concepts (attacks and threats).The ability to apply theoretical knowledge to practical scenarios.Strong written and oral communication skills.Problem-solving, critical thinking, and innovative skills.Flexibility for on-call responsibilities in urgent situations.An enthusiasm for learning about Operational Technology (AIoT, IIoT), Edge, and Cloud technologies.Desired, but not essential:Familiarity with malware analysis methods and investigation tools.Experience with a scripting language.Knowledge in network and WinOS.Possession of professional Cyber/IT certificates.",Univers,"$2,300 monthly",https://www.internsg.com/job/univers-security-analyst-intern-3/?f_p=107&f_i&filter_s
AI / Ml Research Intern,"Our team is made up of people from diverse backgrounds and experiences, united by a common goal of connecting people in a meaningful way. We value innovation, creativity, and teamwork, and we are committed to creating a work environment that fosters growth and development. Download and try our app at our website: https://youapp.aiJob DescriptionAs an AI/ML research intern, you will be part of our team focused on exploring and implementing the latest AI technologies and machine learning techniques. Your primary responsibility will be to conduct research, identify cutting-edge technologies, and provide recommendations on how YouApp can leverage them effectively. Additionally, you will contribute to writing papers and documentation outlining the use of these technologies in the context of YouApp.ResponsibilitiesConduct research on AI and machine learning technologies relevant to YouApp's objectives.Identify areas where AI can be applied to enhance YouApp's features and functionality.Write papers and documentation on recommendations for the application of AI/ML technologies in YouAppStay up-to-date with the latest advancements of AI/ML and make recommendations for how YouApp can continue to innovate in this areaAny other miscellaneous tasks.RequirementsCurrently pursuing a degree in Computer Science, Data Science, or a related fieldStrong interest in artificial intelligence, machine learning, and related fieldsFamiliarity with programming languages such as Python or JavaExcellent research and analytical skillsStrong communication skillsPrevious experience in AI/ML research or related fields is a plus",YouApp Pte Ltd,"$800 - 1,500 monthly",https://www.internsg.com/job/youapp-pte-ltd-ai-ml-research-intern-3/?f_p=107&f_i&filter_s
IT Intern,"We are seeking a talented and motivated IT intern to join our team as an AI Research and Development Intern. As an intern, you will primarily focus on researching and coding artificial intelligence (AI) solutions. This is an excellent opportunity to gain hands-on experience in the field of AI while working alongside a team of experienced professionals.Responsibilities:Conduct research on various AI technologies, algorithms, and methodologiesCollaborate with the team to understand project requirements and goalsDevelop and implement AI models, algorithms, and solutionsCollect, clean, and analyse data for AI training and validation purposesTest and evaluate AI models for performance and accuracyAssist in documenting and reporting research findings and project progressStay updated with the latest advancements and trends in AI technologyRequirements:Currently pursuing a degree in Computer Science, Information Technology, or a related fieldStrong interest and passion for artificial intelligence and machine learningProficiency in programming languages such as javascript, javaFamiliarity with data analysis and data visualisation toolsExcellent problem-solving and analytical skillsStrong communication and teamwork abilitiesAbility to work independently and take initiative",YouApp Pte Ltd,"$800 - 1,500 monthly",https://www.internsg.com/job/youapp-pte-ltd-it-intern-4/?f_p=107&f_i&filter_s
AI Intern,"Our team is made up of people from diverse backgrounds and experiences, united by a common goal of connecting people in a meaningful way. We value innovation, creativity, and teamwork, and we are committed to creating a work environment that fosters growth and development. Download and try our app at our website: https://youapp.aiJob DescriptionAs an AI/ML research intern, you will be part of our team focused on exploring and implementing the latest AI technologies and machine learning techniques. Your primary responsibility will be to conduct research, identify cutting-edge technologies, and provide recommendations on how YouApp can leverage them effectively. Additionally, you will contribute to writing papers and documentation outlining the use of these technologies in the context of YouApp.ResponsibilitiesConduct research on AI and machine learning technologies relevant to YouApp's objectives.Identify areas where AI can be applied to enhance YouApp's features and functionality.Write papers and documentation on recommendations for the application of AI/ML technologies in YouAppStay up-to-date with the latest advancements of AI/ML and make recommendations for how YouApp can continue to innovate in this areaAny other miscellaneous tasks.RequirementsCurrently pursuing a degree in Computer Science, Data Science, or a related fieldStrong interest in artificial intelligence, machine learning, and related fieldsFamiliarity with programming languages such as Python or JavaExcellent research and analytical skillsStrong communication skillsPrevious experience in AI/ML research or related fields is a plus.",YouApp Pte Ltd,"$800 - 1,500 monthly",https://www.internsg.com/job/youapp-pte-ltd-ai-intern-3/?f_p=107&f_i&filter_s
Data Science Intern,"Job descriptionWe are looking for data analytics & data science intern. You will assist in collecting, analyzing, and interpreting data to provide actionable insights and assist senior data analysts in various analytical projects.Role and Responsibilities:Perform data mining, processing, cleansing, and validation to ensure the integrity and accuracy of data used in constructing analytical systems.Assist in conducting exploratory data analysis, applying basic statistical methods, and visualizing data to identify trends, patterns, and outliers.Create reports, dashboards and visualization to present insights and key findings to empower clients and stakeholders with actionable information for informed decision-making.Build and implement machine learning / predictive/optimization models to generate useful insights and make data-driven predictions.Engage in collaborative efforts with cross-functional implementation teams to formulate and convert problems into high-impact actionable insights, covering diverse core business areas.Research new data science techniques, tools, and algorithms to enhance the team's capabilities and contribute to innovation.Assist in organizing and managing data repositories, documenting data sources, methodologies, and findings, and ensuring data security and privacy.Skills:Proficiency in conducting data analysis, exploring data sets, identifying patterns, and deriving insights using statistical techniques.Ability to work with large datasets, ensuring accuracy and attention to detail in data analysis and interpretation.Understanding of statistical concepts, and familiarity with machine learning algorithms, such as linear regression, decision trees, clustering, etc.Drive to learn new technologies, statistical methods, and data manipulation techniques.Excellent written and verbal communication skills to effectively convey analysis results and collaborate with team members and stakeholders.Ability to work well in a team-oriented environment, collaborating with colleagues and contributing to team objectives.Qualifications and Professional Expertise:Bachelor's degree or Postgraduate degree in Data Analytics, Data Science, Statistics, Operation Research (OR), Artificial Intelligence or equivalent qualificationsProficient in working with at least one of the following programming skills: Python, SQL to manipulate data, implement algorithms, and perform data analysis tasks.Proficient in data visualization tools (Tableau, PowerBI, matplotlib or other python graphing libraries etc) to present data findings in a visually appealing and informative manner.",Strides Digital,"$1,500 monthly",https://www.internsg.com/job/strides-digital-data-science-intern/?f_p=107&f_i&filter_s
No Code Developer Intern with AI & Chatbot Experience,"Job ResponsibilitiesCollaborate with the team to develop and implement innovative solutions.Design, develop, and maintain WordPress and WooCommerce websites.Create and optimize AI-powered chatbots to enhance customer engagement and user experience.Troubleshoot and resolve IT issues to ensure seamless operations.Write clean, efficient, and well-documented code in PHP, Java, HTML, and CSS.Test and debug software applications to ensure optimal performance.Stay updated with the latest industry trends and technologies to recommend innovative solutions.Work closely with cross-functional teams to achieve project goals and objectives.Assist in creating technical documentation for software and applications developed.Ideal CandidateCurrently pursuing or recently completed a degree in Computer Science, IT, or a related field.Familiarity with AI, chatbots, and no-code platforms such as WordPress, woo-commerce, Shopify, etc.Strong problem-solving skills and attention to detail.Ability to work collaboratively in a team environment.Excellent communication skills, both written and verbal.Proactive attitude with a willingness to learn and adapt.Able to work independently.What We Offer:Hands-on experience working on real-world projects.Opportunity to learn from experienced professionals in the field.Hybrid work arrangement.Very competitive internship stipend.Join UsAt ClearSK, we value innovation, excellence, and the continuous pursuit of enhancing beauty and confidence through safe and effective treatments. Join our team and play a key role in driving technological advancements in the medical aesthetics industry!",ClearSK Healthcare Pte Ltd,"$1,400 - 2,200 monthly",https://www.internsg.com/job/clearsk-healthcare-pte-ltd-no-code-developer-intern-with-ai-chatbot-experience/?f_p=107&f_i&filter_s
"Intern, Automation","ABOUT THE ROLEWe are looking for a detail-oriented Intern, Automation to join the dynamic Human Resources team to assist in developing automated processes. The successful candidate will possess strong hands-on experience to support automation projects, developing formulas, and creation of templates.KEY RESPONSIBILITIESCollaborate with HR team members to identify areas for process automationDesign and develop automated templates to streamline HR processes for enhanced employee onboarding, employee experience, and data analysisUtilize advanced Excel functions and formulas to manipulate data and generate reportsTest and troubleshoot automated templates to ensure accuracy and efficiencyDevelop tools to validate weekly, monthly, quarterly and yearly HR analytics reportsSupport in developing a reporting tool for analyzing HR data, support to assist with queries from stakeholders including liaison with finance, management, regulators, auditors etcWork cross functionally with other teams to develop a FAQ bot & company resource portal for employeesContinuously evaluate and enhance automation processes to optimize efficiency and productivityESSENTIAL QUALIFICATIONSCurrently pursuing a Diploma or Degree in Information Technology, Computer Science or relevant fieldProficiency in Microsoft Excel, including functions such as VBA, Macros, Power tools such as Power Pivot, Automate etcExcellent analytical and problem-solving skillsDetail-oriented with a high level of accuracyIndependent, goal-oriented, inquisitive and self-motivated with the ability to work in a fast paced, highly dynamic environmentOUR MISSION & VALUESOur fast-growing biotechnology company is committed to discovering and developing important new drugs for cancer and autoimmune diseases, and living by our values: Excellence, Determination, Teamwork, Intellectual Integrity and Audacity.JOIN US AT THE FRONTIER OF DRUG DISCOVERY AND DEVELOPMENTWe are looking for passionate and motivated individuals committed to solving important, complex problems. As an intern, you will have the opportunity to learn from a multi-disciplinary team and work towards transforming the therapeutic landscape for hard-to-treat diseases. We are committed to the personal and professional development of our team and offer robust learning and development programs. Hummingbird Bioscience understands the need for flexibility for our team and offers a generous paid time off program with flexibility to support employees through different life stages. We invest in our team’s health and offer a comprehensive and holistic employee assistance program. We foster a more collaborative, productive, and sociable culture with on-site lunches and snacks. Finally, we believe in creating social impact beyond our business through corporate social responsibility initiatives.Are you ready to join us on our mission to discover and develop important new drugs for cancer and autoimmune disease? Click on ‘Apply for this Job’ to submit your application.Hummingbird Bioscience is firmly committed to Equal Employment Opportunity (EEO) and to compliance with all Singapore and US federal, state and local laws and/or guidelines that prohibit employment discrimination on the basis of age, race, color, gender, sexual orientation, gender identity, ethnicity, national origin, citizenship, religion, genetic carrier status, disability, pregnancy, childbirth or related medical conditions, marital status, protected veteran status and other protected classifications.",Hummingbird Bioscience,"$800 - 1,000 monthly",https://www.internsg.com/job/hummingbird-bioscience-intern-automation/?f_p=107&f_i&filter_s
AI / ML Research Intern,"Our team is made up of people from diverse backgrounds and experiences, united by a common goal of connecting people in a meaningful way. We value innovation, creativity, and teamwork, and we are committed to creating a work environment that fosters growth and development. Download and try our app at our website: https://youapp.aiJob DescriptionAs an AI/ML research intern, you will be part of our team focused on exploring and implementing the latest AI technologies and machine learning techniques. Your primary responsibility will be to conduct research, identify cutting-edge technologies, and provide recommendations on how YouApp can leverage them effectively. Additionally, you will contribute to writing papers and documentation outlining the use of these technologies in the context of YouApp.ResponsibilitiesConduct research on AI and machine learning technologies relevant to YouApp's objectives.Identify areas where AI can be applied to enhance YouApp's features and functionality.Write papers and documentation on recommendations for the application of AI/ML technologies in YouAppStay up-to-date with the latest advancements of AI/ML and make recommendations for how YouApp can continue to innovate in this areaAny other miscellaneous tasks.RequirementsCurrently pursuing a degree in Computer Science, Data Science, or a related fieldStrong interest in artificial intelligence, machine learning, and related fieldsFamiliarity with programming languages such as Python or JavaExcellent research and analytical skillsStrong communication skillsPrevious experience in AI/ML research or related fields is a plus",YouApp Pte Ltd,"$800 - 1,500 monthly",https://www.internsg.com/job/youapp-pte-ltd-ai-ml-research-intern-2/?f_p=107&f_i&filter_s
IT Intern,"We are seeking a talented and motivated IT intern to join our team as an AI Research and Development Intern. As an intern, you will primarily focus on researching and coding artificial intelligence (AI) solutions. This is an excellent opportunity to gain hands-on experience in the field of AI while working alongside a team of experienced professionals.Responsibilities:Conduct research on various AI technologies, algorithms, and methodologiesCollaborate with the team to understand project requirements and goalsDevelop and implement AI models, algorithms, and solutionsCollect, clean, and analyse data for AI training and validation purposesTest and evaluate AI models for performance and accuracyAssist in documenting and reporting research findings and project progressStay updated with the latest advancements and trends in AI technologyRequirements:Currently pursuing a degree in Computer Science, Information Technology, or a related fieldStrong interest and passion for artificial intelligence and machine learningProficiency in programming languages such as javascript, javaFamiliarity with data analysis and data visualisation toolsExcellent problem-solving and analytical skillsStrong communication and teamwork abilitiesAbility to work independently and take initiative",YouApp Pte Ltd,"$800 - 1,500 monthly",https://www.internsg.com/job/youapp-pte-ltd-it-intern-3/?f_p=107&f_i&filter_s
Equipment Development AI Intern,"About our group:The Equipment Development Engineering group (EDE) of Seagate Technology is expanding the team! We welcome aspiring Automation Alchemist Enthusiasts to check out this awesome opportunity!Our vision is to innovate and develop advanced intelligent automated manufacturing equipment solutions that can sense, analyze, and make smart decisions by themselves.The EDE is a fully integrated equipment development team; we design and develop precision and fully automated assembly equipment and vision inspection machines. The team is made up of a strongly cohesive high performing team of design talents with a diversity of talents specialized in mechanical, embedded systems, electrical, software, and vision disciplines.We strive to constantly incorporate IIOT, AI, machine learning image, and data analytics solutions into all our development enabling our equipment to realize factory smart intelligence thus creating a high-tech future-ready plant.We seek dedicated, motivated, and creative talented teammates, who take up the new automation directives to provide turnkey solutions, integrating functionality, automation & intelligence for Drive Assembly, Drive Test, Heads, Media Manufacture Automation & Enterprise Data Solutions.Many of our designs have won a variety of innovation awards, and patents on both Company and International levels. We welcome any interested candidates that possess this mindset to embark on this exciting journey in challenging the future roadmaps.About the role - you will:To assist in designing and developing machine learning models and algorithms tailored for equipment development as in image AI analytics.Perform fine tuning and optimization for performance scalability, and reliability within equipment development domain.About you:Self-motivated and process strong learning towards new technology and skillsetsA positive mindset with a can-do attitude to challenge the impossibleGood organizational and time management skillsAble to effectively work remotely.Your experience includes:Preferable with Electrical and Electronics Engineering, Computer Engineering, or other similar /equivalent engineering backgroundFamiliar with Microsoft Office (Word/PowerPoint/Excel)Knowledge in Python programming or other machine learning framework.Self-motivated, independent and a team player with strong analytical skillsExperience on data science and AI technology thru past projects shall be favorable.Interest in transforming data science prototypes into production-ready solutions.Bachelor student and/or equivalent experienceLocation:Our Woodlands site is one of the largest electronics manufacturing sites in Singapore, housing our recording media operations. Spread over three sites, it is easily accessible via bus or from the MRT Station, with many employees taking mass transportation to work. Here at work, you can enjoy breakfast, lunch, dinner, and snacks at our onsite canteen and coffee shop. We offer a range of facilities including an in-house gym and dance studio, as well as after-work badminton and table tennis competitions. On-site celebrations and community volunteer opportunities also abound.",Seagate Technology,"$1,300 monthly",https://www.internsg.com/job/seagate-technology-equipment-development-ai-intern/?f_p=107&f_i&filter_s
AI Intern,"Our team is made up of people from diverse backgrounds and experiences, united by a common goal of connecting people in a meaningful way. We value innovation, creativity, and teamwork, and we are committed to creating a work environment that fosters growth and development. Download and try our app at our website: https://youapp.aiJob DescriptionAs an AI/ML research intern, you will be part of our team focused on exploring and implementing the latest AI technologies and machine learning techniques. Your primary responsibility will be to conduct research, identify cutting-edge technologies, and provide recommendations on how YouApp can leverage them effectively. Additionally, you will contribute to writing papers and documentation outlining the use of these technologies in the context of YouApp.ResponsibilitiesConduct research on AI and machine learning technologies relevant to YouApp's objectives.Identify areas where AI can be applied to enhance YouApp's features and functionality.Write papers and documentation on recommendations for the application of AI/ML technologies in YouAppStay up-to-date with the latest advancements of AI/ML and make recommendations for how YouApp can continue to innovate in this areaAny other miscellaneous tasks.RequirementsCurrently pursuing a degree in Computer Science, Data Science, or a related fieldStrong interest in artificial intelligence, machine learning, and related fieldsFamiliarity with programming languages such as Python or JavaExcellent research and analytical skillsStrong communication skillsPrevious experience in AI/ML research or related fields is a plus.",YouApp Pte Ltd,"$800 - 1,500 monthly",https://www.internsg.com/job/youapp-pte-ltd-ai-intern-2/?f_p=107&f_i&filter_s
Student Intern - UI / Frontend Engineer,"We are seeking a talented Student Intern to develop the UI for a new project monitoring Smart contracts using MultiBaas as the backend engine. This internship offers hands-on experience in Web3 and software development.Responsibilities:- Design and prototype UI components, screens, and workflows- Learn to interface with MultiBaas APIs- Collaborate with designers, product managers, and developers to ensure design consistency and feasibility- Create design documentation, design systems, and code- Participate in design reviews and provide constructive feedback- Deliver the final productRequirements:- Undergraduate student at a Singapore higher institute of learning- Self motivated and diligent- Proficient in design tools like Figma, Sketch, or similar- Familiarity with front-end development and HTML/CSS- Basic understanding of design principles, human-centered design, and user experienceWhat We Offer:- Opportunity to work on real-world projects- Opportunity to work with a leading Web3 software company on a new product- Stipend of SGD 1000-1500 per month and if satisfactory, a reference letter- Flexible working conditions and hours (remote work)",Curvegrid,"$1,000 - 1,500 monthly",https://www.internsg.com/job/curvegrid-student-intern-ui-frontend-engineer/?f_p=107&f_i&filter_s
Data Engineer,"Flexible working optionsLeadership RoleGreat work environmentThe JobYou will be responsible for :Developing scripts to process structured and unstructured data.Recommending, developing and implementing ways to improve data reliability, efficiency and quality.Supporting translation of data business needs into technical system requirements.Working with stakeholders to understand needs in order with respect to data structure, availability, scalability and accessibility.Designing and setting up Hadoop cluster in line with current and future needs.Development and troubleshooting on Hadoop technologies.Extraction, transformation, loading and integration of data from various sources.Monitoring Hadoop cluster for performance and capacity planning.Providing expertise on the various components & features of the Hadoop ecosystem (such as Spark, Map/Reduce, YARN, Hive, Pig, Impala/Drill etc.).Ideal CandidateYou possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 2 years experience, ideally within a Data Engineer role.Demonstrated experience working with large and complex data sets as well as experience analyzing volumes of data.You have working knowledge of CFD and iGamingYou possess strong analytical skills and are comfortable dealing with numerical dataYou pay strong attention to detail and deliver work that is of a high standardYou are adaptable and thrive in changing environmentsRef: 1SQA1Q67LQ",Snaphunt Pte Ltd,"$3,000 - 3,500 monthly",https://www.internsg.com/job/snaphunt-pte-ltd-data-engineer-9/?f_p=107&f_i&filter_s
Solutions Architect,"Your RoleThe Solutions Architect will be responsible for translating business requirements into scalable, secure, and efficient technical solutions. This role requires a deep understanding of both business and technology to design solutions that align with organizational goals and objectives. The Solutions Architect will collaborate with various stakeholders, including business leaders, developers, and infrastructure teams, to ensure successful implementation and delivery of solutions.Key ResponsibilitiesPre-Sales- Act as a subject matter expert on various technologies and platforms within the organization.- Collaborate with business stakeholders to understand their requirements and objectives.- Design and propose end-to-end technical solutions that address business needs while considering scalability, security, and performance.- Create architecture diagrams, technical specifications, and documentation to communicate solution designs effectively.Project Management- Lead the implementation and deployment of solutions, working closely with development teams and infrastructure engineers.- Provide technical guidance and support to development teams throughout the project lifecycle.- Collaborate with vendors and third-party providers to evaluate and integrate external solutions as needed.- Conduct regular reviews and assessments of solution architecture to ensure alignment with business goals and industry best practices.Others- Evaluate existing systems and infrastructure to identify areas for improvement or optimization.- Stay updated on emerging technologies and trends in the field of solution architecture.Required Skills- Bachelor's degree in Computer Science, Information Technology, or related field.- Proven experience as a Solutions Architect or similar role in a technology-driven organization.- In-depth knowledge of cloud computing platforms such as AWS, Azure, or Google Cloud.- Strong understanding of software development methodologies, architecture patterns, and best practices.- Proficiency in designing and implementing scalable and resilient systems.- Excellent communication and interpersonal skills, with the ability to articulate complex technical concepts to non-technical stakeholders .- Experience with agile development methodologies and DevOps practices.- Strong problem-solving and analytical skills.- Ability to work effectively both independently and as part of a team.- Certifications such as AWS Certified Solutions Architect, Azure Solutions Architect Expert, or Google Cloud Certified - Professional Cloud Architect are a plus.DSTNCT reserves the right to modify this job description by giving written notice to you.",DSTNCT Pte Ltd,"$4,000 - 5,000 monthly",https://www.internsg.com/job/dstnct-pte-ltd-solutions-architect/?f_p=107&f_i&filter_s
Business Development Representative Intern,"As aBusiness Development Representative Intern, you will be part of a rapidly growing team and will have global support for a talented and successful global sales team. You will be the first point of contact for prospects arriving from our demand generation programs as well as outbound efforts. You would be a key part of the foundation of our Singapore business and will have an opportunity to make an immediate impact on the success of this expansion.You'll help our customer drive digital innovation by:Source for Sales Qualified LeadsSupport the business development representativesSetting up outbound calling campaignsWorking booth during eventsSetting appointments with prospectsYou're the innovator we need if you have:Excellent phone (primary) and written communication skills, ideally with working proficiency in multiple languagesThe desire to master this role and take on new challengesIf you see a job description and think, “I’d be perfect for that” but your experience doesn’t align perfectly with the qualifications – don’t let that hold you back. We’re always eager to hire talented, passionate candidates – so give it a try and apply.",Mendix,"$700 - 1,000 monthly",https://www.internsg.com/job/mendix-business-development-representative-intern/?f_p=107&f_i&filter_s
Service Desk,"Service Desk | Cert Provided | No experience required | Singaporean onlyResponsibilities:To provide accessible, timely, effective, efficient, and professional quality service to resolve problems and to delight.Be available to take calls.Prompt response to queries via voicemail / email / fax.Accurate assessment/ resolution of problems.Provide first level support to troubleshoot and solve technical problems.Incident tracking and first & second level resolution for all trouble calls, including those related to desktop, LAN, centralized infrastructure, Wide Area Network, and voice services related service requests.Coordination for employee user account administration, activation, changes, and terminations.Receive and answer all users' IT service request calls.Requirements:Candidate must possess at least Nitec/Higher Nitec in any fieldIT Savy, good understanding on Windows, Email system, Network Connectivity and basic L1 troubleshooting.Possesses good communication skillsAble to perform in stressful environment (Call Center)Singaporean onlyOthers:5.5 days, required to working on Sat/Sun day, half day.",Alpheaus Pte Ltd,"$2,000 - 2,500 monthly",https://www.internsg.com/job/alpheaus-pte-ltd-service-deskcert-provided-no-experience-required-singaporean-only/?f_p=107&f_i&filter_s
Product Performance Intern,"Key Responsibilities:- Assist in designing and implementing tests, debugging, and defining corrective actions.- Review system requirements and track quality assurance metrics- Participate in the development of automated test scripts and tools.- Execute test cases (manual or automated) and analyse results.- Report bugs and errors via project management tools to development teams and help troubleshoot issues.- Conduct post-release/post-implementation testing.- Work with cross-functional teams to ensure quality throughout the software development lifecycle.- Document and summarise test results and provide regular updates to the QA and development teams.- Participate in continuous improvement initiatives to enhance testing efficiency and effectiveness.Qualifications:- Currently enrolled in a Bachelor’s or Master’s degree program in Computer Science, Engineering, or a related field.- Basic understanding of software product/project management methodologies, tools, and processes.- Strong analytical skills and attention to detail.- Excellent communication and teamwork abilities.- A genuine interest in software development and quality assurance.Learning Opportunities:- Gain practical experience with the latest product/project management technologies and tools.- Participate in professional development workshops and team meetings.- Contribute to meaningful projects that impact our customers and products.- Receive mentorship and guidance to advance your career in software quality assurance.- Exposure to working with web applications and native mobile applications.",HomePaySG,"$800 - 1,200 monthly",https://www.internsg.com/job/homepaysg-product-performance-intern/?f_p=107&f_i&filter_s
IT Internship,"Job Scope:Minor support the IT team in maintaining hardware, software, and other systemsAssist with troubleshooting issues and provide technical supportOrganize and maintain IT resourcesMinor IT support in areas such as cybersecurity, programming, analytics, and data center managementMajor in any programming language or familiar with Visual Basic, Java, .NET, JavaScript or HTML/DHTML and Microsoft Office SuiteAnalyzing data to recommend improvements to existing systems or processesRequirements:Must be enrolled at a college/university with a major in Information Technology, Computer Science, or Management Information Systems and maintain a 2.5/4.0 averageStrong work ethic and attention to detailExcellent analytical and problem-solving skills with good programming logicWilling to learn and able to work under pressureStrong communication skills",Dimerco Express Singapore Pte Ltd,"$700 - 1,200 monthly",https://www.internsg.com/job/dimerco-express-singapore-pte-ltd-it-internship-11/?f_p=107&f_i&filter_s
